family,sample,contig_name,contig_length,read_count,identity,sci_name,sampletype,ska_species,collected_by,idseq_nonhost_reads,nonhost_reads,total_reads,read_prop,domestication_status,RPM,sample_size_Ebonyi,sample_size_Ondo,sample_size_total,Feeding
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_91_length_2308_cov_2.843568,2308,168,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.31E-05,domesticated,13.1,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_91_length_2308_cov_2.843568,2308,168,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.31E-05,domesticated,13.1,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_91_length_2308_cov_2.843568,2308,168,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.31E-05,domesticated,13.1,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_91_length_2308_cov_2.843568,2308,168,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.31E-05,domesticated,13.1,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_92_length_2308_cov_2.737338,2308,177,98.3,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.38E-05,domesticated,13.8,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_115_length_2134_cov_2.864852,2134,178,93,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.38E-05,domesticated,13.8,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_127_length_2027_cov_2.862051,2027,152,98.7,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.18E-05,domesticated,11.8,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_127_length_2027_cov_2.862051,2027,152,98.7,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.18E-05,domesticated,11.8,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_203_length_1525_cov_2.089779,1525,82,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,6.38E-06,domesticated,6.38,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_203_length_1525_cov_2.089779,1525,82,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,6.38E-06,domesticated,6.38,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_203_length_1525_cov_2.089779,1525,82,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,6.38E-06,domesticated,6.38,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_203_length_1525_cov_2.089779,1525,82,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,6.38E-06,domesticated,6.38,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_203_length_1525_cov_2.089779,1525,82,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,6.38E-06,domesticated,6.38,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_208_length_1504_cov_3.130343,1504,136,98.3,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.06E-05,domesticated,10.6,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_234_length_1428_cov_3.272391,1428,137,99.7,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.07E-05,domesticated,10.7,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_234_length_1428_cov_3.272391,1428,137,99.7,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.07E-05,domesticated,10.7,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_234_length_1428_cov_3.272391,1428,137,99.7,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.07E-05,domesticated,10.7,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_234_length_1428_cov_3.272391,1428,137,99.7,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.07E-05,domesticated,10.7,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_234_length_1428_cov_3.272391,1428,137,99.7,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.07E-05,domesticated,10.7,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_248_length_1400_cov_2.908541,1400,115,99.3,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,8.95E-06,domesticated,8.95,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_248_length_1400_cov_2.908541,1400,115,99.3,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,8.95E-06,domesticated,8.95,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_265_length_1327_cov_2.459200,1327,76,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,5.91E-06,domesticated,5.91,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_265_length_1327_cov_2.459200,1327,76,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,5.91E-06,domesticated,5.91,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_276_length_1297_cov_3.361475,1297,105,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,8.17E-06,domesticated,8.17,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_276_length_1297_cov_3.361475,1297,105,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,8.17E-06,domesticated,8.17,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_276_length_1297_cov_3.361475,1297,105,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,8.17E-06,domesticated,8.17,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_286_length_1272_cov_1.981590,1272,60,84.4,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.67E-06,domesticated,4.67,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_286_length_1272_cov_1.981590,1272,60,84.4,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.67E-06,domesticated,4.67,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_286_length_1272_cov_1.981590,1272,60,84.4,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.67E-06,domesticated,4.67,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_314_length_1213_cov_2.414613,1213,71,99.3,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,5.52E-06,domesticated,5.52,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_314_length_1213_cov_2.414613,1213,71,99.3,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,5.52E-06,domesticated,5.52,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_346_length_1116_cov_3.584216,1116,128,98.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,9.96E-06,domesticated,9.96,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_346_length_1116_cov_3.584216,1116,128,98.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,9.96E-06,domesticated,9.96,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_375_length_1063_cov_1.989858,1063,54,96.6,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.20E-06,domesticated,4.2,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_375_length_1063_cov_1.989858,1063,54,96.6,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.20E-06,domesticated,4.2,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_375_length_1063_cov_1.989858,1063,54,96.6,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.20E-06,domesticated,4.2,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_375_length_1063_cov_1.989858,1063,54,96.6,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.20E-06,domesticated,4.2,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_404_length_1027_cov_2.675789,1027,68,99.4,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,5.29E-06,domesticated,5.29,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_404_length_1027_cov_2.675789,1027,68,99.4,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,5.29E-06,domesticated,5.29,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_404_length_1027_cov_2.675789,1027,68,99.4,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,5.29E-06,domesticated,5.29,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_404_length_1027_cov_2.675789,1027,68,99.4,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,5.29E-06,domesticated,5.29,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_479_length_928_cov_1.710928,928,32,98.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.49E-06,domesticated,2.49,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_479_length_928_cov_1.710928,928,32,98.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.49E-06,domesticated,2.49,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_479_length_928_cov_1.710928,928,32,98.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.49E-06,domesticated,2.49,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_498_length_906_cov_3.437877,906,98,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,7.62E-06,domesticated,7.62,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_498_length_906_cov_3.437877,906,98,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,7.62E-06,domesticated,7.62,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_498_length_906_cov_3.437877,906,98,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,7.62E-06,domesticated,7.62,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_498_length_906_cov_3.437877,906,98,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,7.62E-06,domesticated,7.62,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_498_length_906_cov_3.437877,906,98,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,7.62E-06,domesticated,7.62,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_518_length_888_cov_2.611591,888,77,99,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,5.99E-06,domesticated,5.99,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_596_length_823_cov_3.021448,823,61,98.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.75E-06,domesticated,4.75,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_596_length_823_cov_3.021448,823,61,98.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.75E-06,domesticated,4.75,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_644_length_781_cov_2.468750,781,55,93.5,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.28E-06,domesticated,4.28,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_644_length_781_cov_2.468750,781,55,93.5,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.28E-06,domesticated,4.28,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_644_length_781_cov_2.468750,781,55,93.5,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.28E-06,domesticated,4.28,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_644_length_781_cov_2.468750,781,55,93.5,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.28E-06,domesticated,4.28,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_644_length_781_cov_2.468750,781,55,93.5,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.28E-06,domesticated,4.28,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_668_length_767_cov_1.937681,767,32,99.3,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.49E-06,domesticated,2.49,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_668_length_767_cov_1.937681,767,32,99.3,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.49E-06,domesticated,2.49,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_671_length_764_cov_3.016012,764,53,99.2,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_671_length_764_cov_3.016012,764,53,99.2,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_671_length_764_cov_3.016012,764,53,99.2,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_671_length_764_cov_3.016012,764,53,99.2,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_671_length_764_cov_3.016012,764,53,99.2,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_688_length_748_cov_2.254844,748,51,98,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.97E-06,domesticated,3.97,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_688_length_748_cov_2.254844,748,51,98,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.97E-06,domesticated,3.97,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_688_length_748_cov_2.254844,748,51,98,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.97E-06,domesticated,3.97,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_688_length_748_cov_2.254844,748,51,98,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.97E-06,domesticated,3.97,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_709_length_733_cov_1.695122,733,32,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.49E-06,domesticated,2.49,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_709_length_733_cov_1.695122,733,32,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.49E-06,domesticated,2.49,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_751_length_712_cov_2.839370,712,53,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_751_length_712_cov_2.839370,712,53,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_751_length_712_cov_2.839370,712,53,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_761_length_709_cov_2.797468,709,46,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.58E-06,domesticated,3.58,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_761_length_709_cov_2.797468,709,46,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.58E-06,domesticated,3.58,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_761_length_709_cov_2.797468,709,46,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.58E-06,domesticated,3.58,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_827_length_682_cov_1.824793,682,21,91.8,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.63E-06,domesticated,1.63,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_827_length_682_cov_1.824793,682,21,91.8,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.63E-06,domesticated,1.63,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_827_length_682_cov_1.824793,682,21,91.8,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.63E-06,domesticated,1.63,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_827_length_682_cov_1.824793,682,21,91.8,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.63E-06,domesticated,1.63,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_827_length_682_cov_1.824793,682,21,91.8,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.63E-06,domesticated,1.63,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_856_length_671_cov_2.735690,671,45,98.7,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.50E-06,domesticated,3.5,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_890_length_655_cov_1.371972,655,16,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.24E-06,domesticated,1.24,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_890_length_655_cov_1.371972,655,16,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.24E-06,domesticated,1.24,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_890_length_655_cov_1.371972,655,16,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,1.24E-06,domesticated,1.24,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_897_length_653_cov_1.420139,653,28,99.5,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.18E-06,domesticated,2.18,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_897_length_653_cov_1.420139,653,28,99.5,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.18E-06,domesticated,2.18,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_897_length_653_cov_1.420139,653,28,99.5,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.18E-06,domesticated,2.18,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_897_length_653_cov_1.420139,653,28,99.5,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.18E-06,domesticated,2.18,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_945_length_637_cov_2.362500,637,41,97,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.19E-06,domesticated,3.19,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_945_length_637_cov_2.362500,637,41,97,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.19E-06,domesticated,3.19,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_945_length_637_cov_2.362500,637,41,97,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,3.19E-06,domesticated,3.19,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_948_length_635_cov_2.496416,635,53,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_948_length_635_cov_2.496416,635,53,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_948_length_635_cov_2.496416,635,53,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_948_length_635_cov_2.496416,635,53,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_948_length_635_cov_2.496416,635,53,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_1038_length_607_cov_2.792453,607,36,100,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.80E-06,domesticated,2.8,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_1138_length_580_cov_2.081511,580,26,96.4,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.02E-06,domesticated,2.02,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_1138_length_580_cov_2.081511,580,26,96.4,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,2.02E-06,domesticated,2.02,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_1241_length_557_cov_3.318750,557,53,96.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_1241_length_557_cov_3.318750,557,53,96.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
Poxviridae,AIAMA_PIG003_RS_S51_673463,AIAMA_PIG003_RS_S51_673463_NODE_1241_length_557_cov_3.318750,557,53,96.9,Orf virus,Non-tissue,Pig,Ebonyi,13422454,12855119,24610530,4.12E-06,domesticated,4.12,4,0,4,Other
